design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Peak_Memory_Usage_MB,cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,EndCaps,TapCells,Diodes,Total_Physical_Cells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,SYNTH_STRATEGY,SYNTH_MAX_FANOUT,FP_CORE_UTIL,FP_ASPECT_RATIO,FP_PDN_VPITCH,FP_PDN_HPITCH,PL_TARGET_DENSITY,GRT_ADJUSTMENT,STD_CELL_LIBRARY,DIODE_INSERTION_STRATEGY
/home/passant/caravel_user_project_example/openlane/user_project_wrapper,user_project_wrapper,23_02_12_06_36,flow completed,0h48m37s0ms,0h12m56s0ms,164.61706102117063,10.2784,82.30853051058531,0.16,12438.81,846,0,0,0,0,0,0,-1,50,-1,-1,-1,628072,62587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28701350.0,0.0,1.86,1.44,0.76,0.81,-1,28,1852,28,1852,0,0,0,606,0,0,0,0,0,0,0,0,-1,-1,-1,2572,144900,0,147472,10173980.1536,-1,-1,-1,-1,-1,-1,-1,-1,-1,6.77,25.0,40.0,25,3,1,50,180,180,0.3,0.2,sky130_fd_sc_hd,10,AREA 0
